account_id,account_name,contact_person,country,segment,fund_size_eur,strategic_priority_flag
ACME-EU-00158,Crestview Asset (158),Sofia Conti,LU,FAM,2604890010.059108,False
ACME-EU-00159,Aragon Strategic (159),Isabelle Fournier,IT,FAM,3346659713.4224453,False
ACME-EU-00160,Pioneer Equities (160),Elena Rossi,BE,FAM,4075261568.0640645,False
ACME-EU-00161,Vanguard Legacy (161),Robert de Jong,FR,PIAO,1304115113.5452273,False
ACME-EU-00162,Vanguard Legacy (162),Marie Lefebvre,CH,PIAO,1485181475.6659467,False
ACME-EU-00163,Pioneer Equities (163),Paolo Romano,ES,FAM,4136955.625652397,False
ACME-EU-00164,Marathon Growth (164),Sofia Conti,NL,PIAO,4815507560.358114,False
ACME-EU-00165,Beacon Asset Corp (165),Luca Bianchi,CH,PIAO,4587806928.087128,True
ACME-EU-00166,Alpine Peak Capital (166),Sarah Müller,IT,FAM,3823076750.533392,False
ACME-EU-00167,Rhone Global Partners (167),Erik Janssen,NL,FAM,396301028.862264,False
ACME-EU-00168,Vanguard Legacy (168),Klaus Fischer,IT,PIAO,2238066945.607841,False
ACME-EU-00169,Nordic Horizon Wealth (169),Luca Bianchi,NL,PIAO,510356878.1037925,False
ACME-EU-00170,Vanguard Legacy (170),Hans Schmidt,ES,PIAO,80585416.04673022,False
ACME-EU-00171,Vanguard Legacy (171),Hans Schmidt,FR,FAM,3081298643.097774,False
ACME-EU-00172,Vanguard Legacy (172),Sofia Conti,ES,FAM,4804186255.983862,True
ACME-EU-00173,Alpine Peak Capital (173),Klaus Fischer,BE,FAM,4514437249.137319,False
ACME-EU-00174,Alpine Peak Capital (174),Jean-Pierre Dubois,DE,FAM,3484077319.8620863,False
ACME-EU-00175,Nordic Horizon Wealth (175),Marco Moretti,FR,PIAO,484106280.24019223,False
ACME-EU-00176,Silverstone Ventures (176),Marie Lefebvre,ES,FAM,1371546024.3238285,False
ACME-EU-00177,Silverstone Ventures (177),Isabelle Fournier,BE,FAM,1600963577.6995695,False
ACME-EU-00178,Azure Blue Fund (178),Julia Weber,DE,PIAO,3815987138.6700606,False
ACME-EU-00179,Alpine Peak Capital (179),Erik Janssen,BE,PIAO,4011443646.996335,False
ACME-EU-00180,Marathon Growth (180),Paolo Romano,IT,PIAO,1926145508.8266122,False
ACME-EU-00181,Elysian Fund Mgmt (181),Luca Bianchi,LU,FAM,2090002099.0914307,False
ACME-EU-00182,Luminara Equity (182),Paolo Romano,IT,PIAO,223500687.3415805,False
ACME-EU-00183,Solaris Institutional (183),Hans Schmidt,NL,PIAO,1446394455.3753862,True
ACME-EU-00184,Vanguard Legacy (184),Robert de Jong,FR,FAM,2256974600.711022,False
ACME-EU-00185,Elysian Fund Mgmt (185),Elena Rossi,IT,FAM,585798248.8799026,False
ACME-EU-00186,Nordic Horizon Wealth (186),Sarah Müller,CH,PIAO,2266884036.3143516,False
ACME-EU-00187,Pioneer Equities (187),Marco Moretti,BE,FAM,4266025885.476744,False
ACME-EU-00188,Alpine Peak Capital (188),Robert de Jong,FR,PIAO,2907023777.6055417,False
ACME-EU-00189,Elysian Fund Mgmt (189),Marco Moretti,LU,PIAO,395570345.3370232,False
ACME-EU-00190,Solaris Institutional (190),Jean-Pierre Dubois,CH,FAM,959164922.8325413,True
ACME-EU-00191,Obsidian Capital (191),Julia Weber,IT,PIAO,2373247206.4426227,False
ACME-EU-00192,Obsidian Capital (192),Sofia Conti,NL,FAM,1808074261.9592385,False
ACME-EU-00193,Silverstone Ventures (193),Sofia Conti,ES,FAM,1794276370.7109478,False
ACME-EU-00194,Aragon Strategic (194),Hans Schmidt,NL,FAM,2646807973.2698073,True
ACME-EU-00195,Elysian Fund Mgmt (195),Elena Rossi,CH,PIAO,2922395212.0256977,False
ACME-EU-00196,Obsidian Capital (196),Klaus Fischer,DE,FAM,3984510989.8106794,False
ACME-EU-00197,Rhone Global Partners (197),Marie Lefebvre,IT,FAM,1705491850.7489607,False
ACME-EU-00198,Pioneer Equities (198),Klaus Fischer,CH,PIAO,4027525948.9198933,False
ACME-EU-00199,Luminara Equity (199),Robert de Jong,DE,PIAO,1693717534.33405,False
ACME-EU-00200,Azure Blue Fund (200),Marco Moretti,DE,PIAO,278109511.71722794,False
ACME-EU-00201,Rhone Global Partners (201),Isabelle Fournier,BE,PIAO,2771384067.372951,False
ACME-EU-00202,Azure Blue Fund (202),Jean-Pierre Dubois,FR,FAM,2939923722.149178,False
ACME-EU-00203,Pioneer Equities (203),Isabelle Fournier,BE,FAM,4672766687.863679,False
ACME-EU-00204,Beacon Asset Corp (204),Elena Rossi,IT,FAM,3630580568.9863095,False
ACME-EU-00205,Pioneer Equities (205),Marie Lefebvre,DE,PIAO,4588945489.819703,False
ACME-EU-00206,Aragon Strategic (206),Marie Lefebvre,LU,PIAO,4541827704.004805,False
ACME-EU-00207,Silverstone Ventures (207),Robert de Jong,CH,FAM,3023265977.1809525,True
ACME-EU-00208,Vertex Portfolio (208),Paolo Romano,ES,PIAO,2639282564.6169014,False
ACME-EU-00209,Beacon Asset Corp (209),Jean-Pierre Dubois,DE,PIAO,2787647394.850836,False
ACME-EU-00210,Summit Trust (210),Erik Janssen,CH,FAM,4891675707.578562,False
ACME-EU-00211,Vertex Portfolio (211),Marie Lefebvre,LU,FAM,3866065291.0430474,False
ACME-EU-00212,Silverstone Ventures (212),Marie Lefebvre,ES,PIAO,532223258.0571868,False
ACME-EU-00213,Solaris Institutional (213),Robert de Jong,BE,PIAO,3892363605.500218,False
ACME-EU-00214,Summit Trust (214),Hans Schmidt,BE,PIAO,853519706.4422312,False
ACME-EU-00215,Nexus Capital EU (215),Ana Garcia,FR,FAM,2237305394.4791226,False
ACME-EU-00216,Rhone Global Partners (216),Jean-Pierre Dubois,CH,FAM,1053087901.2104949,False
ACME-EU-00217,Beacon Asset Corp (217),Isabelle Fournier,DE,FAM,3448225744.6006155,False
ACME-EU-00218,Obsidian Capital (218),Elena Rossi,NL,FAM,4386671371.228985,False
ACME-EU-00219,Obsidian Capital (219),Marie Lefebvre,BE,FAM,1452519064.948038,False
ACME-EU-00220,Pioneer Equities (220),Marie Lefebvre,BE,PIAO,410971695.29972994,False
ACME-EU-00221,Vanguard Legacy (221),Sofia Conti,FR,PIAO,1493166997.2767415,False
ACME-EU-00222,Alpine Peak Capital (222),Julia Weber,ES,PIAO,3362136927.8030396,False
ACME-EU-00223,Silverstone Ventures (223),Hans Schmidt,FR,FAM,1644471877.6446953,False
ACME-EU-00224,Obsidian Capital (224),Marie Lefebvre,LU,FAM,1391282725.6014633,True
ACME-EU-00225,Marathon Growth (225),Ana Garcia,DE,FAM,922991517.7307404,True
ACME-EU-00226,Nordic Horizon Wealth (226),Julia Weber,CH,PIAO,2488084617.9452934,False
ACME-EU-00227,Nordic Horizon Wealth (227),Sofia Conti,IT,FAM,1380468191.9577806,True
ACME-EU-00228,Aragon Strategic (228),Sarah Müller,IT,FAM,3655320735.348276,False
ACME-EU-00229,Aragon Strategic (229),Hans Schmidt,CH,PIAO,384035387.55902135,False
ACME-EU-00230,Rhone Global Partners (230),Elena Rossi,ES,FAM,3320501132.5234766,False
ACME-EU-00231,Azure Blue Fund (231),Marco Moretti,LU,PIAO,1188562512.8242817,False
ACME-EU-00232,Obsidian Capital (232),Jean-Pierre Dubois,BE,FAM,2446907025.996964,True
ACME-EU-00233,Obsidian Capital (233),Robert de Jong,ES,FAM,1431163520.2342718,False
ACME-EU-00234,Rhone Global Partners (234),Elena Rossi,BE,PIAO,3614120611.3779674,False
ACME-EU-00235,Pioneer Equities (235),Erik Janssen,BE,PIAO,4726589894.217932,False
ACME-EU-00236,Silverstone Ventures (236),Jean-Pierre Dubois,IT,PIAO,4585466820.569596,True
ACME-EU-00237,Pioneer Equities (237),Julia Weber,ES,PIAO,2917547649.5053115,False
ACME-EU-00238,Solaris Institutional (238),Paolo Romano,LU,PIAO,2313588905.981635,True
ACME-EU-00239,Vanguard Legacy (239),Robert de Jong,FR,PIAO,4091684246.6874695,False
ACME-EU-00240,Vertex Portfolio (240),Luca Bianchi,BE,FAM,3416948486.776022,False
ACME-EU-00241,Luminara Equity (241),Isabelle Fournier,NL,FAM,918637006.9704474,True
ACME-EU-00242,Elysian Fund Mgmt (242),Sarah Müller,NL,PIAO,4104775148.851388,False
ACME-EU-00243,Vertex Portfolio (243),Hans Schmidt,FR,FAM,2144993062.5841563,False
ACME-EU-00244,Pioneer Equities (244),Marie Lefebvre,NL,PIAO,945739314.1959044,False
ACME-EU-00245,Rhone Global Partners (245),Paolo Romano,DE,FAM,1409704954.6320658,False
ACME-EU-00246,Obsidian Capital (246),Sofia Conti,BE,PIAO,1338367624.2114635,False
ACME-EU-00247,Rhone Global Partners (247),Erik Janssen,FR,FAM,2596515666.042697,False
ACME-EU-00248,Summit Trust (248),Paolo Romano,ES,FAM,1172616083.2986996,True
ACME-EU-00249,Stellar Partners (249),Elena Rossi,BE,FAM,618708870.5204792,False
ACME-EU-00250,Summit Trust (250),Sarah Müller,FR,FAM,619330562.2181898,False
ACME-EU-00251,Alpine Peak Capital (251),Marco Moretti,IT,FAM,2916797709.498344,False
ACME-EU-00252,Rhone Global Partners (252),Klaus Fischer,LU,PIAO,3674061684.9580436,False
ACME-EU-00253,Obsidian Capital (253),Jean-Pierre Dubois,ES,PIAO,1608343511.1828656,False
ACME-EU-00254,Aragon Strategic (254),Jean-Pierre Dubois,LU,PIAO,174218898.36027136,False
ACME-EU-00255,Luminara Equity (255),Elena Rossi,IT,FAM,636997209.7981167,False
ACME-EU-00256,Silverstone Ventures (256),Ana Garcia,BE,PIAO,4573558107.1249485,False
ACME-EU-00257,Luminara Equity (257),Ana Garcia,ES,FAM,2468224754.2876754,False
ACME-EU-00258,Silverstone Ventures (258),Marie Lefebvre,LU,FAM,2268410475.2662587,False
ACME-EU-00259,Stellar Partners (259),Erik Janssen,NL,FAM,191207842.3721445,False
ACME-EU-00260,Obsidian Capital (260),Luca Bianchi,LU,PIAO,3643456474.5621786,False
ACME-EU-00261,Pioneer Equities (261),Isabelle Fournier,FR,FAM,2640812336.5794625,True
ACME-EU-00262,Vertex Portfolio (262),Robert de Jong,BE,PIAO,1011202599.4965174,False
ACME-EU-00263,Beacon Asset Corp (263),Marco Moretti,DE,PIAO,551258727.1451049,False
ACME-EU-00264,Rhone Global Partners (264),Marie Lefebvre,LU,FAM,1917555930.2963605,False
ACME-EU-00265,Vanguard Legacy (265),Sarah Müller,ES,FAM,4185972659.0109334,False
ACME-EU-00266,Silverstone Ventures (266),Ana Garcia,ES,PIAO,4326607501.445922,False
ACME-EU-00267,Obsidian Capital (267),Luca Bianchi,CH,PIAO,3014629055.5977864,False
ACME-EU-00268,Marathon Growth (268),Luca Bianchi,LU,PIAO,3637954599.723483,False
ACME-EU-00269,Azure Blue Fund (269),Erik Janssen,BE,PIAO,576663781.226949,False
ACME-EU-00270,Stellar Partners (270),Elena Rossi,BE,PIAO,2941042201.2738066,False
ACME-EU-00271,Elysian Fund Mgmt (271),Marco Moretti,IT,PIAO,3335161551.7324214,False
ACME-EU-00272,Elysian Fund Mgmt (272),Julia Weber,CH,FAM,1004363501.7260473,False
ACME-EU-00273,Ironclad Holdings (273),Robert de Jong,LU,PIAO,4400893509.818384,False
ACME-EU-00274,Azure Blue Fund (274),Erik Janssen,NL,PIAO,975788690.8675778,False
ACME-EU-00275,Vertex Portfolio (275),Isabelle Fournier,IT,PIAO,1568073321.8724058,False
ACME-EU-00276,Alpine Peak Capital (276),Erik Janssen,CH,PIAO,3103163678.2702694,False
ACME-EU-00277,Silverstone Ventures (277),Erik Janssen,LU,FAM,3192111975.5885234,False
ACME-EU-00278,Crestview Asset (278),Hans Schmidt,LU,FAM,3497224320.195849,False
ACME-EU-00279,Silverstone Ventures (279),Elena Rossi,IT,PIAO,560946553.6279602,False
ACME-EU-00280,Nordic Horizon Wealth (280),Robert de Jong,NL,PIAO,4247472685.212848,False
ACME-EU-00281,Obsidian Capital (281),Hans Schmidt,CH,PIAO,2664702814.284016,False
ACME-EU-00282,Azure Blue Fund (282),Hans Schmidt,LU,FAM,2357137648.731237,False
ACME-EU-00283,Luminara Equity (283),Sofia Conti,LU,FAM,4905507024.943034,False
ACME-EU-00284,Rhone Global Partners (284),Marco Moretti,CH,FAM,3702151106.408158,False
ACME-EU-00285,Vanguard Legacy (285),Sofia Conti,DE,FAM,590912127.0702549,False
ACME-EU-00286,Vanguard Legacy (286),Marco Moretti,IT,FAM,3782939296.9639773,False
ACME-EU-00287,Marathon Growth (287),Marie Lefebvre,IT,FAM,477149420.93037456,False
